id,address,city,latitude,longitude,site_score,state_name,county_name,tract,block_group,tot_population_cen_2010,hispanic_cen_2010,nh_blk_alone_cen_2010,nh_aian_alone_cen_2010,nh_asian_alone_cen_2010,nh_nhopi_alone_cen_2010,nh_sor_alone_cen_2010,college_acs_09_13,no_health_ins_acs_09_13,med_hhd_inc_bg_acs_09_13,aggregate_hh_inc_acs_09_13,tot_vacant_units_cen_2010,renter_occp_hu_cen_2010,owner_occp_hu_cen_2010,no_plumb_acs_09_13,med_house_value_bg_acs_09_13,pct_hispanic_cen_2010,pct_nh_blk_alone_cen_2010,pct_nh_aian_alone_cen_2010,pct_nh_asian_alone_cen_2010,pct_nh_nhopi_alone_cen_2010,pct_nh_sor_alone_cen_2010,pct_not_hs_grad_acs_09_13,pct_no_health_ins_acs_09_13,pct_vacant_units_cen_2010,pct_renter_occp_hu_cen_2010,pct_owner_occp_hu_cen_2010,pct_no_plumb_acs_09_13,pct_poc
739,"BALANCE ROCK RD, LANESBORO, MA 01237",Lanesboro,42.5062938,-73.2663338,33.03,Massachusetts,Berkshire County,911100,1,1375.0,20.0,15.0,0.0,11.0,0.0,0.0,319.0,16.0,66250.0,48865300.0,49.0,81.0,458.0,4.0,225900.0,1.45,1.09,0.0,0.8,0.0,0.0,8.42,1.06,8.33,15.03,84.97,0.74,3.34
740,"86 TANNER ST, LOWELL, MA 01853",Lowell,42.6294332,-71.3136565,42.72,Massachusetts,Middlesex County,312200,3,965.0,154.0,72.0,0.0,214.0,0.0,10.0,63.0,10.0,62143.0,18041400.0,16.0,100.0,201.0,27.0,227700.0,15.96,7.46,0.0,22.18,0.0,1.04,14.0,1.33,5.05,33.22,66.78,8.04,46.64
741,"1134 MAIN STREET, WEYMOUTH, MA 02190",Weymouth,42.165425,-70.9549693,50.0,Massachusetts,Norfolk County,422200,5,1863.0,51.0,70.0,1.0,176.0,0.0,47.0,406.0,133.0,57539.0,85089700.0,60.0,606.0,448.0,53.0,155300.0,2.74,3.76,0.05,9.45,0.0,2.52,8.23,5.47,5.39,57.5,42.5,3.85,18.52
742,"HATHAWAY RD, NEW BEDFORD, MA 02740",New Bedford,41.6532872,-70.9610441,32.77,Massachusetts,Bristol County,651001,1,2865.0,172.0,87.0,14.0,77.0,3.0,123.0,466.0,114.0,38675.0,68745400.0,60.0,497.0,688.0,0.0,249500.0,6.0,3.04,0.49,2.69,0.1,4.29,22.76,3.93,4.82,41.94,58.06,0.0,16.61
743,"OFF OF SOUTH STREET, TEWKSBURY, MA 01876",Tewksbury,42.588169,-71.1932358,57.12,Massachusetts,Middlesex County,315403,1,744.0,4.0,9.0,0.0,7.0,0.0,0.0,240.0,54.0,106250.0,34613500.0,3.0,6.0,231.0,0.0,343200.0,0.54,1.21,0.0,0.9400000000000001,0.0,0.0,5.93,6.97,1.25,2.5300000000000002,97.47,0.0,2.69
744,"50 INDEPENDENCE RD, ACTON, MA 01720",Acton,42.4519812,-71.4307525,59.31,Massachusetts,Middlesex County,363104,3,1841.0,41.0,22.0,1.0,347.0,3.0,5.0,986.0,103.0,112500.0,106633900.0,33.0,83.0,630.0,0.0,489000.0,2.23,1.2,0.05,18.85,0.16,0.27,2.51,5.24,4.42,11.64,88.36,0.0,22.76
745,"78 NORTH AVENUE, ATTLEBORO, MA 02703",Attleboro,41.9590886,-71.2967789,58.3,Massachusetts,Bristol County,631300,2,1715.0,59.0,37.0,3.0,62.0,0.0,5.0,572.0,66.0,72049.0,69622600.0,37.0,246.0,450.0,64.0,332300.0,3.44,2.16,0.17,3.62,0.0,0.29,2.88,3.41,5.05,35.34,64.66,8.31,9.68
746,"167 W POPLAR AVE, PORTERVILLE, CA 93257",Porterville,36.0507299,-119.0215502,34.21,California,Tulare County,4102,1,2028.0,1325.0,8.0,14.0,62.0,5.0,0.0,66.0,521.0,46563.0,32826700.0,42.0,214.0,363.0,24.0,144100.0,65.34,0.39,0.6900000000000001,3.06,0.25,0.0,32.74,23.16,6.79,37.09,62.91,3.38,69.73
747,"ABERJONA RIVER VALLEY, WOBURN, MA 01801",Woburn,42.4921646,-71.1270264,42.71,Massachusetts,Middlesex County,333400,2,1230.0,26.0,28.0,1.0,51.0,0.0,8.0,367.0,27.0,91797.0,61065200.0,23.0,102.0,400.0,0.0,358200.0,2.11,2.2800000000000002,0.08,4.15,0.0,0.65,4.5600000000000005,1.85,4.38,20.32,79.68,0.0,9.270000000000001
748,"521 NORTH ROSEMARY, LANSING, MI 48917",Lansing,42.739478,-84.587919,29.64,Michigan,Ingham County,3500,1,884.0,129.0,88.0,8.0,17.0,0.0,0.0,60.0,109.0,39075.0,14570000.0,66.0,146.0,232.0,34.0,71400.0,14.59,9.95,0.9,1.92,0.0,0.0,13.9,13.68,14.86,38.62,61.38,7.42,27.36
749,"671 NORTH SHORE DRIVE, BENTON HARBOR, MI 49022",Benton Harbor,42.12769,-86.453958,0.0,Michigan,Berrien County,2500,2,1508.0,39.0,609.0,8.0,2.0,0.0,6.0,288.0,116.0,29602.0,28033100.0,110.0,222.0,433.0,28.0,147400.0,2.59,40.38,0.53,0.13,0.0,0.4,12.67,9.78,14.38,33.89,66.11,3.9699999999999998,44.03
750,"13355 29 MILE ROAD, ALBION, MI 49224",Albion,42.2672156,-84.7375474,33.79,Michigan,Calhoun County,3200,2,1593.0,61.0,122.0,3.0,7.0,0.0,1.0,158.0,178.0,45000.0,28498900.0,61.0,85.0,515.0,36.0,101900.0,3.83,7.66,0.19,0.44,0.0,0.06,11.37,10.1,9.23,14.17,85.83,5.38,12.18
751,"320 EAST ALCOTT STREET, KALAMAZOO, MI 49003",Kalamazoo,42.2702993,-85.5782543,36.41,Michigan,Kalamazoo County,1801,4,908.0,52.0,84.0,1.0,6.0,0.0,0.0,190.0,118.0,21313.0,14413500.0,78.0,281.0,114.0,45.0,109900.0,5.73,9.25,0.11,0.66,0.0,0.0,8.89,12.59,16.49,71.14,28.86,11.11,15.75
752,"28 NORTH BEARDSLEY STREET, IONIA, MI 48846",Ionia,42.9854673,-85.0301553,57.99,Michigan,Ionia County,31700,4,920.0,61.0,4.0,7.0,2.0,0.0,0.0,61.0,250.0,41779.0,16077500.0,40.0,78.0,238.0,0.0,67200.0,6.63,0.43,0.76,0.22,0.0,0.0,17.71,27.44,11.24,24.68,75.32,0.0,8.04
753,"74 MILL STREET, KALAMAZOO, MI 49006",Kalamazoo,42.2949034,-85.5672793,32.07,Michigan,Kalamazoo County,100,3,631.0,20.0,488.0,1.0,2.0,3.0,0.0,45.0,96.0,16288.0,6820500.0,22.0,155.0,56.0,14.0,65800.0,3.17,77.34,0.16,0.32,0.48,0.0,15.86,10.33,9.44,73.46,26.54,4.91,81.47
754,"1404 NORTH LARCH STREET, LANSING, MI 48906",Lansing,42.74971,-84.544197,42.24,Michigan,Ingham County,6600,2,778.0,197.0,112.0,2.0,25.0,3.0,2.0,111.0,53.0,20417.0,9779300.0,72.0,248.0,99.0,0.0,64400.0,25.32,14.4,0.26,3.21,0.39,0.26,41.58,7.84,17.18,71.47,28.53,0.0,43.839999999999996
755,"3737 RED ARROW HIGHWAY, ST. JOSEPH, MI 49085",St. Joseph,42.0494129,-86.5122387,37.27,Michigan,Berrien County,1400,2,1098.0,30.0,72.0,3.0,40.0,0.0,2.0,247.0,162.0,39384.0,26997000.0,45.0,296.0,219.0,0.0,158300.0,2.73,6.5600000000000005,0.27,3.64,0.0,0.18,6.03,13.65,8.04,57.48,42.52,0.0,13.38
756,"5025 EVANSTON AVE, MUSKEGON, MI 49442",Muskegon,43.2131416,-86.1220225,53.42,Michigan,Muskegon County,3100,2,2568.0,115.0,32.0,25.0,14.0,0.0,3.0,91.0,330.0,50952.0,46578700.0,48.0,102.0,776.0,0.0,95800.0,4.48,1.25,0.97,0.55,0.0,0.12,11.76,13.35,5.18,11.62,88.38,0.0,7.37
757,"SECTIONS 34, TOWNSHIP 48 N, RANGE 11 W, ROGUE RIVER-SISKIYOU NF, CA 96086",Rogue River - Siskiyou National Forest,41.913274799999996,-123.2255361,50.28,California,Siskiyou County,500,1,915.0,42.0,0.0,145.0,5.0,2.0,2.0,100.0,140.0,32083.0,16270000.0,134.0,146.0,267.0,40.0,208300.0,4.59,0.0,15.85,0.55,0.22,0.22,12.69,17.41,24.5,35.35,64.65,7.49,21.429999999999996
758,"1450 BUTTERWORTH ST SW, GRAND RAPIDS, MI 49504",Grand Rapids,42.957018,-85.704634,50.31,Michigan,Kent County,2700,3,1521.0,304.0,94.0,8.0,7.0,0.0,2.0,168.0,327.0,30089.0,24813200.0,62.0,174.0,375.0,0.0,78700.0,19.99,6.18,0.53,0.46,0.0,0.13,14.15,21.43,10.15,31.69,68.31,0.0,27.29
759,"ADDRESS UNREPORTED, SAULT STE MARIE, MI 49783",Sault Sainte Marie,46.4952996,-84.3453169,30.16,Michigan,Chippewa County,970200,2,1107.0,31.0,5.0,141.0,10.0,0.0,0.0,111.0,167.0,26319.0,16368900.0,61.0,306.0,231.0,0.0,62200.0,2.8,0.45,12.74,0.9,0.0,0.0,11.48,23.69,10.2,56.98,43.02,0.0,16.89
790,"1247 BORDEN AVE SE, LEEDS, AL 35094",Leeds,33.5386515,-86.5337842,42.86,Alabama,Jefferson County,11001,2,882.0,52.0,56.0,2.0,5.0,0.0,2.0,99.0,151.0,31635.0,13543800.0,55.0,98.0,271.0,0.0,86300.0,5.9,6.35,0.23,0.5700000000000001,0.0,0.23,31.31,16.93,12.97,26.56,73.44,0.0,13.280000000000001
791,"NTU RD-539 SAN YSIDRO RD, CASMALIA, CA 93429",Casmalia,34.8375116,-120.5315174,30.0,California,Santa Barbara County,2502,3,1543.0,1281.0,5.0,8.0,24.0,1.0,2.0,49.0,437.0,33313.0,15356800.0,42.0,321.0,98.0,0.0,176200.0,83.02,0.32,0.52,1.56,0.06,0.13,59.6,29.79,9.11,76.61,23.39,0.0,85.60999999999999
792,"500 AGARD RD, DALTON TOWNSHIP, MI 49445",Dalton Township,43.3032763,-86.2529299,53.41,Michigan,Muskegon County,3400,1,1348.0,36.0,18.0,14.0,0.0,0.0,0.0,18.0,97.0,39024.0,15977800.0,60.0,70.0,434.0,0.0,88000.0,2.67,1.34,1.04,0.0,0.0,0.0,10.85,9.48,10.64,13.89,86.11,0.0,5.05
953,"OFF ROCKWOOD POND ROAD, TROY, NH 03465",Troy,42.798907,-72.175633,50.0,New Hampshire,Cheshire County,970700,3,851.0,7.0,1.0,1.0,7.0,0.0,0.0,167.0,135.0,73365.0,31524500.0,65.0,28.0,290.0,0.0,190200.0,0.8200000000000001,0.12,0.12,0.8200000000000001,0.0,0.0,1.07,14.09,16.97,8.81,91.19,0.0,1.8800000000000001
789,"3291 CHICAGO DRIVE SOUTHWEST, GRANDVILLE, MI 49418",Grandville,42.917813,-85.747364,32.93,Michigan,Kent County,13000,3,434.0,68.0,30.0,1.0,8.0,0.0,0.0,49.0,61.0,25833.0,5202000.0,18.0,99.0,77.0,0.0,111500.0,15.67,6.91,0.23,1.8399999999999999,0.0,0.0,16.35,22.59,9.28,56.25,43.75,0.0,24.65
960,"CEDAR SWAMP RD, BRIDGEPORT, NJ 08014",Bridgeport,39.8048787,-75.3217975,60.73,New Jersey,Gloucester County,502400,1,602.0,17.0,1.0,0.0,11.0,0.0,0.0,103.0,43.0,67159.0,21085300.0,23.0,60.0,180.0,0.0,207600.0,2.8200000000000003,0.17,0.0,1.83,0.0,0.0,6.82,5.44,8.75,25.0,75.0,0.0,4.82
922,"SW CORNER OF W 1ST &amp; C ST, OGALLALA, NE 69153",Ogallala,41.1282178,-101.7203993,50.0,Nebraska,Keith County,100,2,755.0,80.0,2.0,0.0,7.0,0.0,0.0,57.0,159.0,29028.0,12528700.0,48.0,139.0,203.0,0.0,59400.0,10.6,0.26,0.0,0.93,0.0,0.0,6.09,26.37,12.31,40.64,59.36,0.0,11.79
760,"2940 STAFFORD AVE SW, WYOMING TOWNSHIP, MI 49548",Wyoming Township,42.8644771,-85.6588999,38.2,Michigan,Kent County,12902,2,1593.0,192.0,114.0,3.0,64.0,3.0,4.0,165.0,117.0,41964.0,32868000.0,32.0,282.0,361.0,52.0,95900.0,12.05,7.16,0.19,4.02,0.19,0.25,10.93,8.91,4.74,43.86,56.14,7.11,23.860000000000003
761,"CITY HALL 202 W 5TH ST, CLARE, MI 48617",Clare,43.8199102,-84.7708523,38.43,Michigan,Clare County,600,1,2057.0,34.0,9.0,14.0,17.0,0.0,4.0,196.0,348.0,23816.0,35314700.0,132.0,487.0,456.0,0.0,74400.0,1.65,0.44,0.68,0.8300000000000001,0.0,0.19,16.73,16.28,12.28,51.64,48.36,0.0,3.79
762,"28000 WEST JEFFERSON STREET, GIBRALTAR, MI 48173-9736",Gibraltar,42.1062807,-83.1990592,50.0,Michigan,Wayne County,597000,3,2087.0,69.0,44.0,9.0,21.0,5.0,0.0,291.0,124.0,80435.0,57949900.0,95.0,160.0,682.0,0.0,87200.0,3.31,2.11,0.43,1.01,0.24,0.0,11.61,5.59,10.14,19.0,81.0,0.0,7.1
763,"1285 E BARD RD, DALTON TOWNSHIP, MI 49445",Dalton Township,43.3221914,-86.2093003,34.68,Michigan,Muskegon County,3400,2,1169.0,32.0,7.0,6.0,3.0,0.0,1.0,80.0,212.0,47847.0,23499500.0,32.0,45.0,413.0,0.0,113500.0,2.74,0.6000000000000001,0.51,0.26,0.0,0.09,5.28,17.04,6.53,9.83,90.17,0.0,4.2
764,"600 CECIL STREET, BUCHANAN, MI 49107",Buchanan,41.8209413,-86.3550178,35.36,Michigan,Berrien County,20200,3,1011.0,15.0,34.0,7.0,3.0,0.0,1.0,107.0,123.0,55521.0,24801000.0,31.0,209.0,298.0,0.0,97300.0,1.48,3.36,0.6900000000000001,0.30000000000000004,0.0,0.1,8.35,11.95,5.76,41.22,58.78,0.0,5.93
853,"1201 NORMANDY AVENUE, CLARKSDALE, MS 38614",Clarksdale,34.1879814,-90.5617464,39.43,Mississippi,Coahoma County,950600,2,504.0,0.0,484.0,0.0,0.0,0.0,0.0,18.0,179.0,26429.0,5731400.0,33.0,100.0,95.0,0.0,34200.0,0.0,96.03,0.0,0.0,0.0,0.0,32.52,31.13,14.47,51.28,48.72,0.0,96.03
765,"8359 E FARRAND RD, OTISVILLE, MI 48463",Otisville,43.1947052,-83.5601552,38.64,Michigan,Genesee County,12401,1,819.0,19.0,8.0,2.0,1.0,0.0,0.0,94.0,100.0,68333.0,20094500.0,14.0,23.0,299.0,0.0,124600.0,2.32,0.98,0.24,0.12,0.0,0.0,7.34,10.0,4.17,7.14,92.86,0.0,3.66
766,"3160 23 MILE RD, UTICA, MI 48316",Utica,42.6683403,-83.0807893,49.09,Michigan,Macomb County,225500,1,2536.0,112.0,97.0,5.0,120.0,0.0,3.0,400.0,469.0,54286.0,69188400.0,109.0,364.0,552.0,0.0,210700.0,4.42,3.8200000000000003,0.2,4.73,0.0,0.12,11.03,18.16,10.63,39.74,60.26,0.0,13.29
767,"10725 CHERRY BEND RD, GREILICKVILLE, MI 49684",Greilickville,44.7934273,-85.6428379,35.53,Michigan,Leelanau County,970600,3,1750.0,50.0,2.0,10.0,7.0,0.0,1.0,577.0,77.0,62962.0,57700900.0,92.0,187.0,592.0,0.0,192300.0,2.86,0.11,0.5700000000000001,0.4,0.0,0.06,4.02,4.34,10.56,24.01,75.99,0.0,4.0
768,"600 S DERBY RD, ARVIN, CA 93203",Arvin,35.202858,-118.822817,53.36,California,Kern County,6304,1,1590.0,1480.0,6.0,2.0,4.0,0.0,1.0,3.0,876.0,31567.0,15492000.0,18.0,208.0,166.0,0.0,73400.0,93.08,0.38,0.13,0.25,0.0,0.06,71.91,43.65,4.59,55.61,44.39,0.0,93.89999999999999
769,"1270 W MONROE ROAD, ST. LOUIS, MI 48880",St. Louis,43.4078747,-84.6314167,29.54,Michigan,Gratiot County,300,3,1544.0,106.0,9.0,1.0,4.0,0.0,0.0,178.0,239.0,28201.0,30411800.0,46.0,170.0,469.0,11.0,70500.0,6.87,0.58,0.06,0.26,0.0,0.0,11.23,13.63,6.72,26.6,73.4,1.3900000000000001,7.77
770,"585 EAST JACKSON ROAD, ST. LOUIS, MI 48880",St. Louis,43.3932749,-84.5861049,0.0,Michigan,Gratiot County,200,2,1094.0,35.0,9.0,3.0,2.0,0.0,0.0,106.0,88.0,63500.0,25067200.0,27.0,43.0,355.0,23.0,102500.0,3.2,0.8200000000000001,0.27,0.18,0.0,0.0,5.88,9.12,6.35,10.8,89.2,6.08,4.470000000000001
771,"2200 TURNER AVENUE NORTHWEST, GRAND RAPIDS, MI 49544",Grand Rapids,43.0031454,-85.6776623,39.88,Michigan,Kent County,11500,1,1844.0,116.0,84.0,8.0,149.0,0.0,0.0,517.0,142.0,48550.0,53185800.0,147.0,606.0,274.0,53.0,148000.0,6.29,4.5600000000000005,0.43,8.08,0.0,0.0,3.85,6.45,14.31,68.86,31.14,5.47,19.36
854,"3506 PAYNE DRIVE, FLOWOOD, MS 392083227",Flowood,32.292328,-90.1419148,31.66,Mississippi,Rankin County,20302,2,1419.0,29.0,445.0,7.0,33.0,0.0,0.0,134.0,535.0,44983.0,37305600.0,50.0,347.0,233.0,0.0,57100.0,2.04,31.36,0.49,2.33,0.0,0.0,20.81,33.09,7.94,59.83,40.17,0.0,36.22
855,"NORTHERN SIDE OF COVINGTON DRIVE, CANTON, MS 39046",Canton,32.6126381,-90.0367512,48.03,Mississippi,Madison County,30700,1,849.0,30.0,657.0,2.0,0.0,0.0,0.0,126.0,377.0,25268.0,15621500.0,50.0,139.0,165.0,12.0,88800.0,3.5300000000000002,77.39,0.24,0.0,0.0,0.0,42.41,34.81,14.12,45.72,54.28,3.04,81.16
772,"1000 AUSABLE RD, OSCODA, MI 48750",Oscoda,44.41068,-83.3461231,37.29,Michigan,Iosco County,200,2,748.0,24.0,3.0,11.0,9.0,0.0,0.0,51.0,90.0,39464.0,10676200.0,185.0,40.0,281.0,13.0,107100.0,3.21,0.4,1.47,1.2,0.0,0.0,6.49,15.38,36.56,12.46,87.54,2.9699999999999998,6.28
773,"1704 HIGHLAND RD, HIGHLAND, MI 48356",Highland,42.650124,-83.592057,49.54,Michigan,Oakland County,131300,3,1048.0,25.0,2.0,0.0,10.0,0.0,0.0,147.0,95.0,54375.0,19742600.0,35.0,133.0,298.0,0.0,152200.0,2.39,0.19,0.0,0.9500000000000001,0.0,0.0,11.42,13.27,7.51,30.86,69.14,0.0,3.5300000000000002
774,"CLEVELAND STREET, IONIA, MI 48846",Ionia,42.9778128,-85.0467235,31.31,Michigan,Ionia County,31700,4,920.0,61.0,4.0,7.0,2.0,0.0,0.0,61.0,250.0,41779.0,16077500.0,40.0,78.0,238.0,0.0,67200.0,6.63,0.43,0.76,0.22,0.0,0.0,17.71,27.44,11.24,24.68,75.32,0.0,8.04
775,"HAMLIN RD, ROCHESTER HILLS, MI 48307",Rochester Hills,42.652942,-83.1128432,31.65,Michigan,Oakland County,194000,3,1364.0,48.0,44.0,0.0,211.0,0.0,4.0,584.0,75.0,92500.0,48924700.0,14.0,33.0,459.0,0.0,190200.0,3.52,3.23,0.0,15.47,0.0,0.29,0.0,6.86,2.77,6.71,93.29,0.0,22.509999999999998
776,"8606 WEST K L AVE, OSHTEMO TOWNSHIP, MI 49009",Oshtemo Township,42.281165,-85.7184926,38.1,Michigan,Kalamazoo County,2904,3,1324.0,33.0,35.0,6.0,8.0,0.0,2.0,527.0,216.0,59474.0,46175900.0,38.0,59.0,467.0,0.0,167600.0,2.49,2.64,0.45,0.6000000000000001,0.0,0.15,10.57,12.99,6.74,11.22,88.78,0.0,6.330000000000002
777,"2860 MCCRACKEN AVE, MUSKEGON, MI 49441",Muskegon,43.2003043,-86.292297,34.21,Michigan,Muskegon County,2300,1,971.0,25.0,17.0,6.0,15.0,0.0,0.0,96.0,145.0,41034.0,17093400.0,23.0,38.0,359.0,0.0,98800.0,2.5700000000000003,1.75,0.62,1.54,0.0,0.0,5.86,16.09,5.48,9.57,90.43,0.0,6.48
856,"EAST SIDE OF IRON COUNTY ROAD 138, ANNAPOLIS, MO 63620",Annapolis,37.3603272,-90.6976197,56.67,Missouri,Iron County,950400,1,1192.0,16.0,51.0,4.0,1.0,0.0,1.0,52.0,261.0,28750.0,15566800.0,186.0,123.0,368.0,64.0,77200.0,1.34,4.28,0.34,0.08,0.0,0.08,21.48,24.06,27.47,25.05,74.95,11.13,6.12
857,"PLYMOUTH &amp; COLONY STS, MOUNTAIN VIEW, CA 94043",Mountain View,37.428434,-122.0723816,33.62,California,Santa Clara County,504601,1,817.0,209.0,27.0,1.0,108.0,26.0,3.0,182.0,141.0,71375.0,25689100.0,19.0,50.0,296.0,0.0,90400.0,25.58,3.3,0.12,13.22,3.18,0.37,21.08,17.07,5.21,14.45,85.55,0.0,45.769999999999996
858,"2251 ARMOUR ROAD, NORTH KANSAS CITY, MO 64116",North Kansas City,39.145242,-94.555916,50.0,Missouri,Clay County,22100,2,292.0,29.0,63.0,3.0,5.0,0.0,0.0,6.0,110.0,21471.0,5007900.0,142.0,196.0,3.0,0.0,0.0,9.93,21.58,1.03,1.71,0.0,0.0,3.21,37.41,41.64,98.49,1.51,0.0,34.25
778,"4900 WALMA AVENUE, KENTWOOD, MI 49512",Kentwood,42.8760587,-85.5962459,35.39,Michigan,Kent County,12701,3,2191.0,249.0,573.0,8.0,136.0,0.0,6.0,321.0,654.0,30112.0,45297000.0,116.0,909.0,140.0,0.0,139300.0,11.36,26.15,0.37,6.21,0.0,0.27,16.96,25.05,9.96,86.65,13.35,0.0,44.36
779,"CAMP PENDLETON MARINE BASE, CAMP PENDLETON, CA 92055",San Diego County,33.2295467,-117.3811366,33.79,California,San Diego County,18700,1,37452.0,8192.0,2739.0,407.0,1016.0,284.0,71.0,2347.0,93.0,47717.0,371709100.0,1222.0,5971.0,45.0,29.0,306500.0,21.87,7.31,1.09,2.71,0.76,0.19,1.42,0.24,16.88,99.25,0.75,0.36,33.92999999999999
780,"1100 WRIGHT STREET, CADILLAC, MI 49601",Cadillac,44.2566667,-85.4226234,33.94,Michigan,Wexford County,380700,1,973.0,15.0,10.0,5.0,3.0,0.0,0.0,8.0,85.0,26898.0,8301600.0,52.0,134.0,228.0,0.0,71900.0,1.54,1.03,0.51,0.31,0.0,0.0,8.07,13.02,12.56,37.02,62.98,0.0,3.39
781,"3901 HAMLIN ROAD, UTICA, MI 48317",Utica,42.653288,-83.074066,63.28,Michigan,Macomb County,225600,3,1403.0,52.0,15.0,5.0,22.0,0.0,0.0,180.0,154.0,43333.0,36123300.0,34.0,51.0,578.0,0.0,45000.0,3.71,1.07,0.36,1.57,0.0,0.0,18.22,9.67,5.13,8.11,91.89,0.0,6.710000000000001
782,"704 N CLARK ST, ALBION, MI 49224",Albion,42.251542,-84.7365848,33.42,Michigan,Calhoun County,3500,2,1192.0,56.0,153.0,1.0,37.0,3.0,0.0,116.0,151.0,40645.0,11991800.0,46.0,88.0,195.0,0.0,65700.0,4.7,12.84,0.08,3.1,0.25,0.0,6.97,16.47,13.98,31.1,68.9,0.0,20.97
783,"1636 DRYDEN ROAD, METAMORA, MI 48455",Metamora,42.9404221,-83.2780324,35.51,Michigan,Lapeer County,341500,3,1334.0,36.0,8.0,2.0,4.0,0.0,4.0,256.0,80.0,68566.0,36941100.0,43.0,43.0,449.0,0.0,215900.0,2.7,0.6000000000000001,0.15,0.30000000000000004,0.0,0.30000000000000004,14.24,5.83,8.04,8.74,91.26,0.0,4.05
859,"MALDEN INDUSTRIAL PARK, MALDEN, MO 63863",Malden,36.600555,-89.992226,28.59,Missouri,Dunklin County,360200,3,1156.0,21.0,197.0,1.0,2.0,0.0,0.0,82.0,166.0,25255.0,17884600.0,20.0,206.0,267.0,0.0,70700.0,1.82,17.04,0.09,0.17,0.0,0.0,26.88,12.91,4.06,43.55,56.45,0.0,19.12
784,"2800 E CORK ST, KALAMAZOO, MI 49001",Kalamazoo,42.2594128,-85.54295,37.93,Michigan,Kalamazoo County,1802,2,1686.0,82.0,115.0,10.0,19.0,0.0,2.0,429.0,206.0,51944.0,45222100.0,70.0,263.0,515.0,0.0,100000.0,4.86,6.82,0.59,1.13,0.0,0.12,0.4,11.06,8.25,33.8,66.2,0.0,13.519999999999998
785,"2401 N HIGH ST (REAR), LANSING TOWNSHIP, MI 48906",Lansing,42.7563594,-84.5283267,48.91,Michigan,Ingham County,3103,1,961.0,61.0,95.0,3.0,49.0,1.0,1.0,239.0,105.0,45875.0,24931600.0,35.0,277.0,225.0,0.0,136700.0,6.35,9.89,0.31,5.1,0.1,0.1,0.0,10.68,6.52,55.18,44.82,0.0,21.85
786,"1725 WARNER ST, WHITEHALL, MI 49461",Whitehall,43.388471,-86.3336241,34.19,Michigan,Muskegon County,3700,3,1042.0,22.0,11.0,4.0,12.0,0.0,0.0,157.0,63.0,57755.0,19468300.0,17.0,41.0,316.0,0.0,108800.0,2.11,1.06,0.38,1.15,0.0,0.0,8.44,6.61,4.55,11.48,88.52,0.0,4.699999999999999
787,"135 INDUSTRIAL AVE, BRONSON, MI 49028",Bronson,41.8796771,-85.1942707,33.93,Michigan,Branch County,950300,4,1168.0,81.0,11.0,9.0,0.0,0.0,0.0,79.0,88.0,47250.0,21888400.0,63.0,67.0,357.0,13.0,117100.0,6.93,0.9400000000000001,0.77,0.0,0.0,0.0,15.67,7.93,12.94,15.8,84.2,2.58,8.64
788,"1002 6TH ST, CADILLAC, MI 49601",Cadillac,44.2602178,-85.4233716,57.93,Michigan,Wexford County,380700,1,973.0,15.0,10.0,5.0,3.0,0.0,0.0,8.0,85.0,26898.0,8301600.0,52.0,134.0,228.0,0.0,71900.0,1.54,1.03,0.51,0.31,0.0,0.0,8.07,13.02,12.56,37.02,62.98,0.0,3.39
793,"EAST LAKE SIDE RD STROMAC TWP, FILER CITY, MI 49634",Filer City,44.2153097,-86.2885366,51.91,Michigan,Manistee County,700,4,1101.0,41.0,5.0,16.0,1.0,0.0,0.0,76.0,145.0,27386.0,19241200.0,70.0,203.0,294.0,0.0,79400.0,3.7199999999999998,0.45,1.45,0.09,0.0,0.0,10.24,14.46,12.35,40.85,59.15,0.0,5.71
794,"BOX 146 RFD, GRAND LEDGE, MI 48837",Grand Ledge,42.7533685,-84.7463757,31.32,Michigan,Eaton County,20403,2,822.0,49.0,7.0,1.0,10.0,0.0,0.0,107.0,33.0,79655.0,17914900.0,51.0,138.0,225.0,0.0,143500.0,5.96,0.85,0.12,1.22,0.0,0.0,0.0,5.45,12.32,38.02,61.98,0.0,8.15
795,"2554 GETTY STREET, MUSKEGON, MI 49444",Muskegon,43.2055134,-86.2245889,43.94,Michigan,Muskegon County,402,3,955.0,42.0,368.0,17.0,2.0,0.0,1.0,19.0,146.0,21927.0,7959200.0,31.0,161.0,137.0,0.0,34600.0,4.4,38.53,1.78,0.21,0.0,0.1,30.12,15.77,9.42,54.03,45.97,0.0,45.02
796,"200 W LAKE ST, PETOSKEY, MI 49770",Petoskey,45.375178,-84.9629889,42.68,Michigan,Emmet County,970800,2,1175.0,36.0,5.0,50.0,5.0,0.0,2.0,508.0,94.0,42571.0,79589700.0,499.0,244.0,285.0,0.0,353600.0,3.06,0.43,4.26,0.43,0.0,0.17,5.61,8.0,48.54,46.12,53.88,0.0,8.35
797,"9040 SPICER RD, BRIGHTON, MI 48116",Brighton,42.4549136,-83.768878,31.8,Michigan,Livingston County,744600,2,370.0,8.0,56.0,1.0,2.0,0.0,2.0,37.0,23.0,69167.0,6597300.0,8.0,12.0,92.0,0.0,261800.0,2.16,15.14,0.27,0.54,0.0,0.54,7.46,8.21,7.14,11.54,88.46,0.0,18.65
